wl_home,10 Game Rolling Average Away Team Field Goals Made,10 Game Rolling Average Away Team Field Goals Attempted,10 Game Rolling Average Away Team Field Goal Percentage,10 Game Rolling Average Away Team 3-Point Field Goals Made,10 Game Rolling Average Away Team 3-Point Field Goals Attempted,10 Game Rolling Average Away Team 3-Point Percentage,10 Game Rolling Average Away Team Free Throws Made,10 Game Rolling Average Away Team Free Throws Attempted,10 Game Rolling Average Away Team Free Throw Percentage,10 Game Rolling Average Away Team Offensive Rebounds,10 Game Rolling Average Away Team Defensive Rebounds,10 Game Rolling Average Away Team Total Rebounds,10 Game Rolling Average Away Team Assists,10 Game Rolling Average Away Team Steals,10 Game Rolling Average Away Team Blocks,10 Game Rolling Average Away Team Turnovers,10 Game Rolling Average Away Team Personal Fouls,10 Game Rolling Average Away Team Points,10 Game Rolling Average Home Team field goals,10 Game Rolling Average Home Team Field Goals Attempted,10 Game Rolling Average Home Team Field Goal Percentage,10 Game Rolling Average Home Team 3-Point Field Goals Made,10 Game Rolling Average Home Team 3-Point Field Goals Attempted,10 Game Rolling Average Home Team 3-Point Percentage,10 Game Rolling Average Home Team Free Throws Made,10 Game Rolling Average Home Team Free Throws Attempted,10 Game Rolling Average Home Team Free Throw Percentage,10 Game Rolling Average Home Team Offensive Rebounds,10 Game Rolling Average Home Team Defensive Rebounds,10 Game Rolling Average Home Team Total Rebounds,10 Game Rolling Average Home Team Assists,10 Game Rolling Average Home Team Steals,10 Game Rolling Average Home Team Blocks,10 Game Rolling Average Home Team Turnovers,10 Game Rolling Average Home Team Personal Fouls,10 Game Rolling Average Home Team Points,h2h_win_ratio_last10
0.0,-0.2560923850430744,0.21128622296384153,-0.6864261603774987,-0.1879547121721294,-0.44246222165020777,0.4594833456868609,0.3535187793166331,0.5034348683149701,-0.22943778378589644,1.5301615703276938,-0.8579769669484449,0.20646619667151286,-1.9294940388072745,0.2534842788466645,2.312338328159434,0.49632563666259705,-0.36897361491790326,-0.058289934860222686,-0.422908787521913,-0.042160086741898764,-0.541400013684188,-0.026785556514369157,-0.4043528788360077,0.9235389605868931,-1.5341764604840256,-1.3920488413165308,-0.49743908442695,1.1471668915148876,-2.0691998474079005,-0.9617308597046982,0.04381658511764499,2.6630047235304026,-1.0683119452395105,1.3299647563028723,1.016159599731001,-0.8797687036591765,0.8
0.0,-0.21136398295629016,-0.1185864218071003,-0.18353154463309246,-0.6408112739542783,-0.7167649061472123,-0.8757103344307214,0.1902419645890929,0.31305231600852823,-0.4870625737650058,1.304945744809195,-1.0956862413358983,-0.16616981644399667,-0.21738821726704952,1.2228705730770415,0.19888605560495878,0.2977980200177822,-0.007396000833323572,-0.2524738860444784,-0.6379146022946554,-1.3266239034223781,0.5167526304067982,-0.5461219222072072,-0.7073763713734331,0.1552061235084682,-1.274323325868618,-1.024381043642599,-0.5454509208444479,-0.17659605594425096,-1.123056994980605,-1.103075282048843,0.15943257977848305,-1.1591494487755527,-0.9274420652420344,-0.5221691992694657,-0.3886348245441099,-1.1797540464311596,0.8
0.0,-0.01008617356575709,-0.10209278956855414,0.23253234609069653,0.1583473644848079,-0.2525603631522815,1.102604448246657,-0.8710573311399156,-0.9984719332136295,0.32658694278772044,0.6292982682536991,-0.9598523702573538,-0.5077528284665487,1.1180543235343254,0.4771888082844442,0.29077528484645737,-1.042263392334723,-0.4018443071074109,-0.1604920144308833,-0.9604233244537688,-1.3090285086733315,-0.12690072953389664,0.10304853490884039,-0.3730056209873086,1.5640965337310506,0.05092766066995999,-0.12563753821743232,0.43764858675194174,-0.8384775296738198,-1.7538188965988024,-2.064217353989027,-0.2741274001996612,0.5471693781467493,0.5516916747314629,-1.1571865554656964,-0.49399440636474345,-0.7197765208474514,0.3
0.0,0.19119163582477758,-0.34949727314676055,0.9525037743866428,0.1317087432035049,-0.33696118915135986,1.406441189613489,-0.7894189237761464,-0.8292429978301251,-0.014441556177430424,-0.9472125103757917,0.05890166283173321,-0.663017833931345,1.357749138549958,0.4771888082844442,0.29077528484645737,-1.1911591048183343,-0.2703615383493814,0.043912144710437924,-0.5734128578628332,-0.09494627098904128,-0.8514319985770857,0.05111489833955676,-0.04908395655075038,0.0795497172315992,-1.378264579714781,-1.2490669199988902,-0.41970563498909674,0.36118264146102425,-0.9128030277745389,-0.5659664771410932,-1.1701513588211598,0.0011473535316123297,0.34038685473524904,0.11284815692676406,-1.0910320366816653,-0.9297662607878403,0.3
1.0,-1.3072098340825271,-1.965873232524375,-0.12202644774348766,-0.8539202442047014,-1.0438181068936407,-0.5262980818588621,0.271880371952863,0.37651316677734165,0.05598824252189479,-0.3166081989239952,-0.31464148263426467,-0.5698588306524681,-0.422840915851877,0.6263251612429631,-0.16867086136103726,0.49632563666259705,-0.23749084615987492,-1.3051553056222824,-0.8314198355901246,-1.203456140179044,-0.05950247194848541,0.05111489833955676,-0.33120927718904297,1.0462704641027032,0.38873673566999,0.7731059672077337,-0.6711962066998017,0.8162261546501028,-0.9478453556422171,-0.28327763245280363,-1.401383348142836,0.9566858966081013,-0.36396254525213073,-1.2101046684820487,-1.0910320366816653,-0.489787758055598,0.8
0.0,-0.9046542153014611,-1.7679496456618096,0.5690014055455855,-0.294509197297341,-0.5163129443994012,0.180966332767264,0.6256468038625328,0.8630463560049162,-0.31840174003767346,-0.1814787036128957,-1.4692293868018973,-1.5325018645342026,-0.9707147787447483,0.40262063180518476,-0.07678163211953865,0.5955894449850044,-0.8949046899500189,-0.5897407486276581,-1.4334361169538024,-1.60815021940714,-0.8716514758527112,0.2069158080474081,0.14944867649101135,0.08795598459569576,0.5186633029776938,0.6914020121690825,-0.2893877932844579,-0.9625803059981136,0.979482677080053,0.05594898117314468,-0.8811113721690635,-0.1353581526221719,-0.08222278525717858,-0.3634148602204087,0.594721272448468,-0.9397657722135725,0.2
1.0,-0.9270184163448524,-0.9432680337344549,-0.6611005322464842,-0.294509197297341,-0.537413150899171,0.12695091207982742,-1.2248237630495855,-1.3157761870576996,0.2061149186967691,-0.9922556754794912,0.09286013060136993,-0.663017833931345,-0.6282936144367033,0.40262063180518476,-1.9145662169495168,-0.6948400632062954,1.241690302367949,-1.3051553056222824,-0.7239169282037534,-0.9571206136923781,-0.1471202068095221,-0.3383873759300719,-0.4670473945334062,-0.20458211967486462,-0.5727198624070178,-0.043933583178781134,-1.656581992220834,1.2712696678391815,-1.5435649293927363,-0.4528909392657758,-0.18741540420403216,0.20590561276228897,0.0586470947402975,0.05993004391041174,-1.02079231546791,-0.9097672379363745,0.7
1.0,-0.9270184163448524,-1.2236597817897559,-0.21609306651582216,-0.8539202442047014,-0.9805174873943321,-1.6791897171563452,-1.4425261826863054,-0.8927038485989394,-2.0383715609053956,-0.5418240244424939,-0.654226160330627,-1.0356538470468566,-0.5940514980058995,-0.34306113298741253,-0.628117007568532,1.0422765824358404,-0.4675856914864251,-1.6015413363771989,-1.4334361169538024,-1.467387061414759,-1.0873259001260336,-0.3383873759300719,-0.5819873399786365,-0.34748866486450514,-0.442793295099314,0.2828822369758251,-2.1298415226218887,0.44391782567722005,1.0846096606830848,1.101897706519817,-1.2857673534819978,-1.0908966956986603,1.6786507147112708,-1.5276133465801636,-0.9505525942541547,-1.5197374349060728,0.3
1.0,-0.3008207871298602,-0.05261189285291099,-0.33548531341917515,-0.2678705760160382,-0.5585133573989405,0.8578470732567074,-1.1976109605949956,-1.2311617193659472,0.26171739135413075,0.6292982682536991,-1.7408971289589863,-1.2219718536046102,0.05654871417938673,-0.04478842707037402,0.47455374332945544,-0.19852102159425658,-1.1907409196555834,-0.7123832441124511,-0.8959215800219467,-0.7459758767038056,-0.7772939152331321,0.41465035432454334,0.37932856738147197,0.013980831791646801,-0.8065876835608842,-0.7384172010073184,-0.449427248009452,0.1957122730286318,-1.9290305359371904,-1.498839664612448,-0.5631673868517574,1.8439716866076972,-0.9274420652420344,-0.9984322164166385,0.7703205754828568,-0.8697691922334428,0.4
1.0,-1.441395040342883,-1.4380770008908677,-1.0337490604599655,0.2649018496100192,0.2749447993419581,-0.4435869689312259,0.24466756949827267,0.4399740175461559,-0.449994258660098,-0.9922556754794912,-0.34859995040390135,-1.066706848139814,-0.49132514871348576,-0.1939247800288936,0.015107597121960767,-0.1488891174330529,-0.5004563836759316,-1.0087692748673676,-0.2294035542264453,-0.9923114031904715,0.9312519145570877,0.15498217147812426,-0.05953304250031655,0.39394411664881096,0.9084430049008051,2.1620732028648084,-2.648826611515799,1.1885344836229856,-1.6136495851280912,-0.5659664771410932,0.2461445757741121,0.06940010660850414,3.016914574687292,-1.3159408945147533,0.06792336334530137,0.3101731560030235,0.6
